ResourceID,hcut_id,short_name,long_name
spase://SMWG/Observatory/Ground/Pilar,Ground_Pilar,Pilar,Observatory Station Code: PIL
spase://SMWG/Observatory/Ground/Pinawa,Ground_Pinawa,PINA,Observatory Station Code: PINA
spase://SMWG/Observatory/Ground/Pine.Ridge,Ground_Pine.Ridge,PINE,Observatory Station Code: PINE
spase://SMWG/Observatory/Ground/Pionerskaya,Ground_Pionerskaya,Pionerskaya,Observatory Station Code: PIO
spase://SMWG/Observatory/Ground/Plateau,Ground_Plateau,Plateau,Observatory Station Code: PTU
spase://SMWG/Observatory/Ground/Pleshenitzi,Ground_Pleshenitzi,Pleshenitzi,Observatory Station Code: MNK
spase://SMWG/Observatory/Ground/Podkamennaya.Tunguska,Ground_Podkamennaya.Tunguska,Podkamennaya Tunguska,Observatory Station Code: POD
spase://SMWG/Observatory/Ground/Poker.Flat,Ground_Poker.Flat,Poker Flat Geophysical Observatory,Observatory Station Code: POKR
spase://SMWG/Observatory/Ground/Pondicherry,Ground_Pondicherry,Pondicherry,Observatory Station Code: PND
spase://SMWG/Observatory/Ground/Port.Alfred,Ground_Port.Alfred,Port Alfred,Observatory Station Code: CZT
spase://SMWG/Observatory/Ground/Port.aux.Francais,Ground_Port.aux.Francais,Port aux Francais,Observatory Station Code: PAF
spase://SMWG/Observatory/Ground/Port.Stanley,Ground_Port.Stanley,Port Stanley,Observatory Station Code: PST
spase://SMWG/Observatory/Ground/Poste.de.la.Baleine,Ground_Poste.de.la.Baleine,Poste de la Baleine,Observatory Station Code: PBQ
spase://SMWG/Observatory/Ground/Price,Ground_Price,Price,Observatory Station Code: PCU
spase://SMWG/Observatory/Ground/Priddis,Ground_Priddis,ROTH,Observatory Station Code: ROTH
spase://SMWG/Observatory/Ground/Prince.George,Ground_Prince.George,PGEO,Observatory Station Code: PGEO
spase://SMWG/Observatory/Ground/Pruhonice,Ground_Pruhonice,Pruhonice,Observatory Station Code: PRU
spase://SMWG/Observatory/Ground/Pueblo,Ground_Pueblo,PBLO,Observatory Station Code: PBLO
spase://SMWG/Observatory/Ground/Purcell,Ground_Purcell,PCEL,Observatory Station Code: PCEL
spase://SMWG/Observatory/Ground/Puvirnituq,Ground_Puvirnituq,PUVR,Observatory Station Code: PUVR
spase://SMWG/Observatory/Ground/Qaanaaq,Ground_Qaanaaq,THL,Observatory Station Code: THL
spase://SMWG/Observatory/Ground/Qeqertarsuaq,Ground_Qeqertarsuaq,GDH,Godhavn Geophysical Observatory
spase://SMWG/Observatory/Ground/Qianling,Ground_Qianling,Qianling,Observatory Station Code: QIX
spase://SMWG/Observatory/Ground/Qiongzhong,Ground_Qiongzhong,Qiongzhong,Observatory Station Code: QGZ
spase://SMWG/Observatory/Ground/Qsaybeh,Ground_Qsaybeh,Qsaybeh,Observatory Station Code: QSB
spase://SMWG/Observatory/Ground/Quanzhou,Ground_Quanzhou,Quanzhou,Observatory Station Code: QZH
spase://SMWG/Observatory/Ground/Quetta,Ground_Quetta,Quetta,Observatory Station Code: QUE
spase://SMWG/Observatory/Ground/Radisson,Ground_Radisson,RADI,Radisson Geophysical Observatory
spase://SMWG/Observatory/Ground/RAM,Ground_RAM,RAM,RAM
spase://SMWG/Observatory/Ground/Rankin.Inlet,Ground_Rankin.Inlet,Rankin Inlet Geophysical Observatory,Observatory Station Code: RANK
spase://SMWG/Observatory/Ground/Ranua,Ground_Ranua,RAN,Observatory Station Code: RAN
spase://SMWG/Observatory/Ground/Red.Deer,Ground_Red.Deer,REDR,Observatory Station Code: REDR
spase://SMWG/Observatory/Ground/Remus,Ground_Remus,RMUS,Observatory Station Code: RMUS
spase://SMWG/Observatory/Ground/Repulse.Bay,Ground_Repulse.Bay,RBAY,Observatory Station Code: RBAY
spase://SMWG/Observatory/Ground/Resolute.Bay,Ground_Resolute.Bay,Resolute Bay,Observatory Station Code: RES
spase://SMWG/Observatory/Ground/Richardson,Ground_Richardson,RICH,Observatory Station Code: RICH
spase://SMWG/Observatory/Ground/Roburent,Ground_Roburent,Roburent,Observatory Station Code: ROB
spase://SMWG/Observatory/Ground/Roemoe,Ground_Roemoe,ROE,Observatory Station Code: ROE
spase://SMWG/Observatory/Ground/Roi.Baudouin.2,Ground_Roi.Baudouin.2,Roi Baudouin,Observatory Station Code: RBD
spase://SMWG/Observatory/Ground/Romo,Ground_Romo,Romo Geophysical Observatory,Romo Geophysical Observatory
spase://SMWG/Observatory/Ground/Rorvik,Ground_Rorvik,RVK,Observatory Station Code: RVK
spase://SMWG/Observatory/Ground/Rude.Skov,Ground_Rude.Skov,Rude Skov,Observatory Station Code: RSV
spase://SMWG/Observatory/Ground/Sabhawala,Ground_Sabhawala,Sabhawala,Observatory Station Code: SAB
spase://SMWG/Observatory/Ground/Sable.Island,Ground_Sable.Island,Sable Island,Observatory Station Code: SBL
spase://SMWG/Observatory/Ground/SAE,Ground_SAE,Southern Auroral Electrojet Index,Southern Auroral Electrojet Index
spase://SMWG/Observatory/Ground/Saint.Felicien,Ground_Saint.Felicien,STFL,Observatory Station Code: STFL
spase://SMWG/Observatory/Ground/Saint.Johns,Ground_Saint.Johns,Saint Johns,Observatory Station Code: STJ
spase://SMWG/Observatory/Ground/Salluit,Ground_Salluit,SALU,Observatory Station Code: SALU
spase://SMWG/Observatory/Ground/SAMBA,Ground_SAMBA,SAMBA Ground Observatory Group,Chain of ground stations in the SAMBA Array.
spase://SMWG/Observatory/Ground/SAMBA/Antofagasta,Ground_SAMBA_Antofagasta,Antofagasta,Antofagasta
spase://SMWG/Observatory/Ground/SAMBA/Escudero,Ground_SAMBA_Escudero,Escudero,Escudero
spase://SMWG/Observatory/Ground/SAMBA/La.Serena,Ground_SAMBA_La.Serena,La Serena,La Serena
spase://SMWG/Observatory/Ground/SAMBA/Los.Cerrillos,Ground_SAMBA_Los.Cerrillos,Los Cerrillos,Los Cerrillos
spase://SMWG/Observatory/Ground/SAMBA/O.Higgins,Ground_SAMBA_O.Higgins,O'Higgins,O'Higgins
spase://SMWG/Observatory/Ground/SAMBA/Osorno,Ground_SAMBA_Osorno,Osorno,Osorno
spase://SMWG/Observatory/Ground/SAMBA/Puerto.Natales,Ground_SAMBA_Puerto.Natales,Puerto Natales,Puerto Natales
spase://SMWG/Observatory/Ground/SAMBA/Punta.Arenas,Ground_SAMBA_Punta.Arenas,Punta Arenas,Punta Arenas
spase://SMWG/Observatory/Ground/SAMBA/Putre,Ground_SAMBA_Putre,Putre,Putre
spase://SMWG/Observatory/Ground/SAMBA/Valdivia,Ground_SAMBA_Valdivia,Valdivia,Valdivia
spase://SMWG/Observatory/Ground/San.Antonio,Ground_San.Antonio,SATX,Observatory Station Code: SATX
spase://SMWG/Observatory/Ground/San.Fernando,Ground_San.Fernando,San Fernando,Observatory Station Code: SFS
spase://SMWG/Observatory/Ground/San.Juan,Ground_San.Juan,San Juan Geophysical Observatory,Observatory Station Code: SJG
spase://SMWG/Observatory/Ground/San.Pablo.Toledo,Ground_San.Pablo.Toledo,San Pablo Toledo,Observatory Station Code: SPT
spase://SMWG/Observatory/Ground/Sanae.III,Ground_Sanae.III,Sanae III,Observatory Station Code: SNA
spase://SMWG/Observatory/Ground/Sanikiluaq,Ground_Sanikiluaq,SNKQ,Observatory Station Code: SNKQ
spase://SMWG/Observatory/Ground/Sao.Miguel,Ground_Sao.Miguel,Sao Miguel,Observatory Station Code: SMG
spase://SMWG/Observatory/Ground/Savissivik,Ground_Savissivik,SVS,Observatory Station Code: SVS
spase://SMWG/Observatory/Ground/Schefferville,Ground_Schefferville,SCHF,Observatory Station Code: SCHF
spase://SMWG/Observatory/Ground/Scoresby.Sund.2,Ground_Scoresby.Sund.2,Scoresby Sund,Observatory Station Code: SCO
spase://SMWG/Observatory/Ground/Sept.Iles,Ground_Sept.Iles,SEPT,Observatory Station Code: SEPT
spase://SMWG/Observatory/Ground/Shawano,Ground_Shawano,SWNO,Observatory Station Code: SWNO
spase://SMWG/Observatory/Ground/Sheshan,Ground_Sheshan,Sheshan,Observatory Station Code: SSH
spase://SMWG/Observatory/Ground/Shillong,Ground_Shillong,Shillong,Observatory Station Code: SHL
spase://SMWG/Observatory/Ground/Shumagin,Ground_Shumagin,Shumagin Geophysical Observatory,Observatory Station Code: SHU
spase://SMWG/Observatory/Ground/Silchar,Ground_Silchar,Silchar,Observatory Station Code: SIL
spase://SMWG/Observatory/Ground/Simosato,Ground_Simosato,Simosato,Observatory Station Code: SSO
spase://SMWG/Observatory/Ground/Sitka,Ground_Sitka,Sitka Geophysical Observatory,Observatory Station Code: SIT
spase://SMWG/Observatory/Ground/Snap.Lake,Ground_Snap.Lake,SNAP,Observatory Station Code: SNAP
spase://SMWG/Observatory/Ground/Sodankyla,Ground_Sodankyla,Sodankyla,Observatory Station Code: SOD
spase://SMWG/Observatory/Ground/Solund,Ground_Solund,SOL,Observatory Station Code: SOL
spase://SMWG/Observatory/Ground/Soroya,Ground_Soroya,SOR,Observatory Station Code: SOR
spase://SMWG/Observatory/Ground/South.Georgia,Ground_South.Georgia,South Georgia,Observatory Station Code: SGE
spase://SMWG/Observatory/Ground/South.Pole,Ground_South.Pole,South Pole,Observatory Station Code: SPA
spase://SMWG/Observatory/Ground/St.John,Ground_St.John,St. John Geophysical Observatory,Observatory Station Code: STJ
spase://SMWG/Observatory/Ground/Stanford,Ground_Stanford,STFD,Observatory Station Code: STFD
spase://SMWG/Observatory/Ground/Stekolnyy,Ground_Stekolnyy,Stekolnyy,Observatory Station Code: MGD
spase://SMWG/Observatory/Ground/Stennis.Space.Centre,Ground_Stennis.Space.Centre,Stennis Space Centre,Observatory Station Code: BSL
spase://SMWG/Observatory/Ground/STEP,Ground_STEP,STEP,Solar Terrestrial Energy Program
spase://SMWG/Observatory/Ground/Stepanovka,Ground_Stepanovka,Stepanovka,Observatory Station Code: ODE
spase://SMWG/Observatory/Ground/Stonyhurst,Ground_Stonyhurst,Stonyhurst,Observatory Station Code: STO
spase://SMWG/Observatory/Ground/Sukkertoppen,Ground_Sukkertoppen,Sukkertoppen,Observatory Station Code: SKT
spase://SMWG/Observatory/Ground/Summit,Ground_Summit,SUM,Observatory Station Code: SUM
spase://SMWG/Observatory/Ground/Surlari,Ground_Surlari,Surlari,Observatory Station Code: SUA
spase://SMWG/Observatory/Ground/Swider,Ground_Swider,Swider,Observatory Station Code: SWI
spase://SMWG/Observatory/Ground/Tahiti,Ground_Tahiti,Tahiti,Observatory Station Code: TAH
spase://SMWG/Observatory/Ground/Talara,Ground_Talara,Talara,Observatory Station Code: TAL
spase://SMWG/Observatory/Ground/Tamanrasset,Ground_Tamanrasset,Tamanrasset,Observatory Station Code: TAM
spase://SMWG/Observatory/Ground/Tangerang,Ground_Tangerang,Tangerang,Observatory Station Code: TNG
spase://SMWG/Observatory/Ground/Tartu,Ground_Tartu,TAR,Observatory Station Code: TAR
spase://SMWG/Observatory/Ground/Tasiilaq,Ground_Tasiilaq,Tasiilaq Geophysical Observatory,Tasiilaq Geophysical Observatory
spase://SMWG/Observatory/Ground/Tatuoca,Ground_Tatuoca,Tatuoca,Observatory Station Code: TTB
spase://SMWG/Observatory/Ground/Tehran,Ground_Tehran,Tehran,Observatory Station Code: TEH
spase://SMWG/Observatory/Ground/TEIDE,Ground_TEIDE,TEIDE Observatory,TEIDE Observatory
spase://SMWG/Observatory/Ground/Teoloyucan,Ground_Teoloyucan,Teoloyucan,Observatory Station Code: TEO
spase://SMWG/Observatory/Ground/TGO,Ground_TGO,Tromso Geophysical Observatory,TGO
spase://SMWG/Observatory/Ground/The.Pas,Ground_The.Pas,TPAS,Observatory Station Code: TPAS
spase://SMWG/Observatory/Ground/Thule.Air.Base,Ground_Thule.Air.Base,TAB,Observatory Station Code: TAB
spase://SMWG/Observatory/Ground/Tihany,Ground_Tihany,Tihany,Observatory Station Code: THY
spase://SMWG/Observatory/Ground/Tikhaya.Bay,Ground_Tikhaya.Bay,Tikhaya Bay,Observatory Station Code: TKH
spase://SMWG/Observatory/Ground/Tiksi,Ground_Tiksi,TIK,Observatory Station Code: TIK
spase://SMWG/Observatory/Ground/Tirunelveli,Ground_Tirunelveli,Tirunelveli,Observatory Station Code: TIR
spase://SMWG/Observatory/Ground/Tokyo,Ground_Tokyo,Tokyo,Observatory Station Code: TOK
spase://SMWG/Observatory/Ground/Toledo,Ground_Toledo,Toledo,Observatory Station Code: TOL
spase://SMWG/Observatory/Ground/Tomsk,Ground_Tomsk,Tomsk,Observatory Station Code: TMK
spase://SMWG/Observatory/Ground/Tondano,Ground_Tondano,Tondano,Observatory Station Code: TND
spase://SMWG/Observatory/Ground/Tonghai,Ground_Tonghai,Tonghai,Observatory Station Code: THJ
spase://SMWG/Observatory/Ground/Toolangi,Ground_Toolangi,Toolangi,Observatory Station Code: TOO
spase://SMWG/Observatory/Ground/Toolik.Lake,Ground_Toolik.Lake,TOOL,Toolik Lake Geophysical Observatory
spase://SMWG/Observatory/Ground/Trapper.Creek,Ground_Trapper.Creek,TRAP,Trapper Creek Geophysical Observatory
spase://SMWG/Observatory/Ground/Trelew,Ground_Trelew,Trelew,Observatory Station Code: TRW
spase://SMWG/Observatory/Ground/Tristan.da.Cunha,Ground_Tristan.da.Cunha,TDC,Observatory Station Code: TDC
spase://SMWG/Observatory/Ground/Trivandrum.2,Ground_Trivandrum.2,Trivandrum,Observatory Station Code: TRD
spase://SMWG/Observatory/Ground/Tromso,Ground_Tromso,TRO,Tromso Geophysical Observatory
spase://SMWG/Observatory/Ground/Tsumeb,Ground_Tsumeb,Tsumeb,Observatory Station Code: TSU
spase://SMWG/Observatory/Ground/Tucson,Ground_Tucson,Tucson Geophysical Observatory,Observatory Station Code: TUC
spase://SMWG/Observatory/Ground/Tuntungan,Ground_Tuntungan,Tuntungan,Observatory Station Code: TUN
spase://SMWG/Observatory/Ground/UAPM,Ground_UAPM,UAPM Observatory Group,"Solar-Terrestrial Energy Program, STEP, Polar Network"
spase://SMWG/Observatory/Ground/Udaipur,Ground_Udaipur,Udaipur,Udaipur
spase://SMWG/Observatory/Ground/Ujjain,Ground_Ujjain,Ujjain,Observatory Station Code: UJJ
spase://SMWG/Observatory/Ground/Ukiah,Ground_Ukiah,UKIA,Observatory Station Code: UKIA
spase://SMWG/Observatory/Ground/Ulan.Bator,Ground_Ulan.Bator,Ulan Bator,Observatory Station Code: UBA
spase://SMWG/Observatory/Ground/Upernavik,Ground_Upernavik,UPN,Upernavik Geophysical Observatory
spase://SMWG/Observatory/Ground/Uppsala,Ground_Uppsala,Uppsala,Observatory Station Code: UPS
spase://SMWG/Observatory/Ground/USGS,Ground_USGS,United State Geological Survey,USGA
spase://SMWG/Observatory/Ground/Uummannaq,Ground_Uummannaq,UPS,Observatory Station Code: UPS
spase://SMWG/Observatory/Ground/Val.d.Or,Ground_Val.d.Or,VLDR,Observatory Station Code: VLDR
spase://SMWG/Observatory/Ground/Val.Joyeux,Ground_Val.Joyeux,Val Joyeux,Observatory Station Code: VLJ
spase://SMWG/Observatory/Ground/Valentia,Ground_Valentia,Valentia,Observatory Station Code: VAL
spase://SMWG/Observatory/Ground/Vassouras,Ground_Vassouras,Vassouras,Observatory Station Code: VSS
spase://SMWG/Observatory/Ground/Victoria,Ground_Victoria,Victoria Geophysical Observatory,Observatory Station Code: VIC
spase://SMWG/Observatory/Ground/Vieques,Ground_Vieques,Vieques,Observatory Station Code: VQS
spase://SMWG/Observatory/Ground/Visakhapatnam,Ground_Visakhapatnam,Visakhapatnam,Observatory Station Code: VSK
spase://SMWG/Observatory/Ground/Vize.Island,Ground_Vize.Island,VIZ,Observatory Station Code: VIZ
spase://SMWG/Observatory/Ground/Voeikovo,Ground_Voeikovo,Voeikovo,Observatory Station Code: LNN
spase://SMWG/Observatory/Ground/Vostok,Ground_Vostok,Vostok,Observatory Station Code: VOS
spase://SMWG/Observatory/Ground/Vysokaya.Dubrava,Ground_Vysokaya.Dubrava,Vysokaya Dubrava,Observatory Station Code: SVD
spase://SMWG/Observatory/Ground/Wallops.Island,Ground_Wallops.Island,WLPS,Observatory Station Code: WLPS
spase://SMWG/Observatory/Ground/WDC,Ground_WDC,World Data Center Ground Data Master Catalog,WDC Ground Observatories
spase://SMWG/Observatory/Ground/White.Horse,Ground_White.Horse,White Horse,Observatory Station Code: WHIT
spase://SMWG/Observatory/Ground/Whitehorse,Ground_Whitehorse,WHIT,Observatory Station Code: WHS
spase://SMWG/Observatory/Ground/Whiteshell,Ground_Whiteshell,Whiteshell,Observatory Station Code: WHS
spase://SMWG/Observatory/Ground/Wien.Auhof,Ground_Wien.Auhof,Wien Auhof,Observatory Station Code: WIA
spase://SMWG/Observatory/Ground/Wien.Kobenzl,Ground_Wien.Kobenzl,Wien Kobenzl,Observatory Station Code: WIK
spase://SMWG/Observatory/Ground/Wilkes,Ground_Wilkes,Wilkes,Observatory Station Code: WIL
spase://SMWG/Observatory/Ground/Wingst,Ground_Wingst,Wingst,Observatory Station Code: WNG
spase://SMWG/Observatory/Ground/Witteveen,Ground_Witteveen,Witteveen,Observatory Station Code: WIT
spase://SMWG/Observatory/Ground/Worthington,Ground_Worthington,WRTH,Observatory Station Code: WRTH
spase://SMWG/Observatory/Ground/Wuhan,Ground_Wuhan,Wuhan,Observatory Station Code: WHN
spase://SMWG/Observatory/Ground/Yakutsk,Ground_Yakutsk,Yakutsk,Observatory Station Code: YAK
spase://SMWG/Observatory/Ground/Yangi.Bazar,Ground_Yangi.Bazar,Yangi Bazar,Observatory Station Code: TKT
spase://SMWG/Observatory/Ground/Yellowknife,Ground_Yellowknife,Yellowknife Geophysical Observatory,Observatory Station Code: YKNF
spase://SMWG/Observatory/Ground/Yuzhno.Sakhalinsk,Ground_Yuzhno.Sakhalinsk,Yuzhno Sakhalinsk,Observatory Station Code: YSS
spase://SMWG/Observatory/Ground/Zaymishche,Ground_Zaymishche,Zaymishche,Observatory Station Code: KZN
spase://SMWG/Observatory/HANET,HANET,HANET Observatory Network,HANET Observatory Network
spase://SMWG/Observatory/Hawkeye,Hawkeye,Hawkeye,Neutral Point Explorer
spase://SMWG/Observatory/Helios,Helios,Helios,Helios Mission
spase://SMWG/Observatory/Helios1,Helios1,Helios 1,Helios-A
spase://SMWG/Observatory/Helios2,Helios2,Helios 2,Helios-B
spase://SMWG/Observatory/HEO1,HEO1,HEO 1,HEO-1
spase://SMWG/Observatory/HEO2,HEO2,HEO 2,HEO-2
spase://SMWG/Observatory/HEO3,HEO3,HEO 3,HEO-3
spase://SMWG/Observatory/HERMES,HERMES,Heliophysics Environmental and Radiation Measurement Experiment Suite (HERMES),Heliophysics Environmental and Radiation Measurement Experiment Suite (HERMES)
spase://SMWG/Observatory/Hinode,Hinode,Hinode,Hinode
spase://SMWG/Observatory/Hinotori,Hinotori,Hinotori,Astronomical Satellite-A
spase://SMWG/Observatory/IAGA,IAGA,IAGA,International Association of Geomagnetism and Aeronomy
spase://SMWG/Observatory/IAGA/Aberystwyth,IAGA_Aberystwyth,Aberystwyth,Aberystwyth
spase://SMWG/Observatory/IAGA/Abinger,IAGA_Abinger,Abinger,IAGA:ABN
spase://SMWG/Observatory/IAGA/Abisko,IAGA_Abisko,Abisko,IAGA:ABK
spase://SMWG/Observatory/IAGA/Accra,IAGA_Accra,Accra,IAGA:ACR
spase://SMWG/Observatory/IAGA/Adak,IAGA_Adak,Adak,IAGA:ADA
spase://SMWG/Observatory/IAGA/Addis.Ababa,IAGA_Addis.Ababa,Addis Ababa,Addis.Ababa
spase://SMWG/Observatory/IAGA/Adelaide,IAGA_Adelaide,Adelaide,Adelaide
spase://SMWG/Observatory/IAGA/Aedey,IAGA_Aedey,Aedey,IAGA:AED
spase://SMWG/Observatory/IAGA/Agincourt,IAGA_Agincourt,Agincourt,Agincourt
spase://SMWG/Observatory/IAGA/Ahmedabad,IAGA_Ahmedabad,Ahmedabad,Ahmedabad
spase://SMWG/Observatory/IAGA/Alert,IAGA_Alert,Alert,IAGA:ALE
spase://SMWG/Observatory/IAGA/Alger.Island,IAGA_Alger.Island,Alger Island,Alger.Island
spase://SMWG/Observatory/IAGA/Alibag,IAGA_Alibag,Alibag,IAGA:ABG
spase://SMWG/Observatory/IAGA/Alice.Springs,IAGA_Alice.Springs,Alice Springs,Alice.Springs
spase://SMWG/Observatory/IAGA/Allahabad,IAGA_Allahabad,Allahabad,Allahabad
spase://SMWG/Observatory/IAGA/Alma.Ata,IAGA_Alma.Ata,Alma Ata,Alma.Ata
spase://SMWG/Observatory/IAGA/Almeria,IAGA_Almeria,Almeria,IAGA:ALM
spase://SMWG/Observatory/IAGA/Aloushta,IAGA_Aloushta,Aloushta,Aloushta
spase://SMWG/Observatory/IAGA/Amatsia,IAGA_Amatsia,Amatsia,IAGA:AMT
spase://SMWG/Observatory/IAGA/Ambarnaya,IAGA_Ambarnaya,Ambarnaya,Ambarnaya
spase://SMWG/Observatory/IAGA/Amberley,IAGA_Amberley,Amberley,Amberley
spase://SMWG/Observatory/IAGA/Amderma,IAGA_Amderma,AMD,IAGA:AMD
spase://SMWG/Observatory/IAGA/Anchorage,IAGA_Anchorage,AMU,Anchorage
spase://SMWG/Observatory/IAGA/Ancon,IAGA_Ancon,Ancon,IAGA:ANC
spase://SMWG/Observatory/IAGA/Andrews.AFB,IAGA_Andrews.AFB,Andrews AFB,Andrews.AFB
spase://SMWG/Observatory/IAGA/Angmakssalik,IAGA_Angmakssalik,Angmakssalik,Angmakssalik
spase://SMWG/Observatory/IAGA/Angra.Do.Heroismo,IAGA_Angra.Do.Heroismo,Angra Do Heroismo,Angra.Do.Heroismo
spase://SMWG/Observatory/IAGA/Ankara,IAGA_Ankara,Ankara,IAGA:ANK
spase://SMWG/Observatory/IAGA/Annamalainagar,IAGA_Annamalainagar,Annamalainagar,Annamalainagar
spase://SMWG/Observatory/IAGA/Antananarivo,IAGA_Antananarivo,Antananarivo,Antananarivo
spase://SMWG/Observatory/IAGA/Antipolo,IAGA_Antipolo,Antipolo,Antipolo
spase://SMWG/Observatory/IAGA/Apatity,IAGA_Apatity,Apatity,IAGA:APA
spase://SMWG/Observatory/IAGA/Apia,IAGA_Apia,Apia,IAGA:API
spase://SMWG/Observatory/IAGA/Arctic.Ice.Flo,IAGA_Arctic.Ice.Flo,Arctic Ice Flo,Arctic.Ice.Flo
spase://SMWG/Observatory/IAGA/Arctic.Village,IAGA_Arctic.Village,AVI,Arctic.Village
spase://SMWG/Observatory/IAGA/Arctowski,IAGA_Arctowski,Arctowski,Arctowski
spase://SMWG/Observatory/IAGA/Arequipa,IAGA_Arequipa,Arequipa,Arequipa
spase://SMWG/Observatory/IAGA/Argentine.Island,IAGA_Argentine.Island,Argentine Island Vernadski,Vernadski
spase://SMWG/Observatory/IAGA/Arkhangelsk,IAGA_Arkhangelsk,Arkhangel'Sk,Arkhangel'Sk
spase://SMWG/Observatory/IAGA/Arti,IAGA_Arti,Arti,IAGA:ARS
spase://SMWG/Observatory/IAGA/Ascension.Island,IAGA_Ascension.Island,Ascension Island,Ascension.Island
spase://SMWG/Observatory/IAGA/Ashkhabad,IAGA_Ashkhabad,Ashkhabad Vannovskaya,Vannovskaya
spase://SMWG/Observatory/IAGA/Aso,IAGA_Aso,Aso,IAGA:ASO
spase://SMWG/Observatory/IAGA/Asuka.Station,IAGA_Asuka.Station,Asuka Station,Asuka.Station
spase://SMWG/Observatory/IAGA/Athens,IAGA_Athens,Athens,IAGA:ATH
spase://SMWG/Observatory/IAGA/Au.Tau,IAGA_Au.Tau,Au Tau,IAGA:AUT
spase://SMWG/Observatory/IAGA/Auckland.Island,IAGA_Auckland.Island,Auckland Island,Auckland.Island
spase://SMWG/Observatory/IAGA/Averroes,IAGA_Averroes,Averroes,Averroes
spase://SMWG/Observatory/IAGA/Back,IAGA_Back,Back,IAGA:BKC
spase://SMWG/Observatory/IAGA/Baclieu,IAGA_Baclieu,Baclieu,IAGA:BCL
spase://SMWG/Observatory/IAGA/Baffin.Island,IAGA_Baffin.Island,Baffin Island,Baffin.Island
spase://SMWG/Observatory/IAGA/Baghdad,IAGA_Baghdad,Baghdad,IAGA:BGH
spase://SMWG/Observatory/IAGA/Baguio,IAGA_Baguio,Baguio,IAGA:BAG
spase://SMWG/Observatory/IAGA/Baker.Lake,IAGA_Baker.Lake,BLC,Baker.Lake
spase://SMWG/Observatory/IAGA/Baldwin,IAGA_Baldwin,Baldwin,IAGA:BAL
spase://SMWG/Observatory/IAGA/Bangkok,IAGA_Bangkok,Bangkok,IAGA:BKK
spase://SMWG/Observatory/IAGA/Bangui,IAGA_Bangui,Bangui,IAGA:BNG
spase://SMWG/Observatory/IAGA/Bar.Gyora,IAGA_Bar.Gyora,Bar Gyora,Bar.Gyora
spase://SMWG/Observatory/IAGA/Barentsburg,IAGA_Barentsburg,BBG,Barentsburg
spase://SMWG/Observatory/IAGA/Barnaul,IAGA_Barnaul,Barnaul,IAGA:BRN
spase://SMWG/Observatory/IAGA/Barrackpore,IAGA_Barrackpore,Barrackpore,Barrackpore
spase://SMWG/Observatory/IAGA/Barrow,IAGA_Barrow,BRW,IAGA:BRW
spase://SMWG/Observatory/IAGA/Barter.Island,IAGA_Barter.Island,Barter Island,Barter.Island
spase://SMWG/Observatory/IAGA/Barth,IAGA_Barth,Barth,IAGA:BAH
spase://SMWG/Observatory/IAGA/Batavia,IAGA_Batavia,Batavia,IAGA:BTV
spase://SMWG/Observatory/IAGA/Bay.St.Louis,IAGA_Bay.St.Louis,Bay St Louis,Bay.St.Louis
spase://SMWG/Observatory/IAGA/Bei.Jing,IAGA_Bei.Jing,Bei Jing,Bei-Jing
spase://SMWG/Observatory/IAGA/Beijing.Ming.Tombs,IAGA_Beijing.Ming.Tombs,Beijing Ming Tombs,Beijing.Ming.Tombs
spase://SMWG/Observatory/IAGA/Beliy.Island,IAGA_Beliy.Island,Beliy Island,Beliy.Island
spase://SMWG/Observatory/IAGA/Beloit,IAGA_Beloit,Beloit,IAGA:BLT
spase://SMWG/Observatory/IAGA/Belsk,IAGA_Belsk,Belsk,IAGA:BEL
spase://SMWG/Observatory/IAGA/Berezniaki,IAGA_Berezniaki,Berezniaki Karaganda,Karaganda
spase://SMWG/Observatory/IAGA/Beuthen,IAGA_Beuthen,Beuthen,IAGA:BEU
spase://SMWG/Observatory/IAGA/Big.Delta,IAGA_Big.Delta,Big Delta,Big.Delta
spase://SMWG/Observatory/IAGA/Binza,IAGA_Binza,Binza,IAGA:BIN
spase://SMWG/Observatory/IAGA/Bjornoya,IAGA_Bjornoya,Bjornoya,Bjornoya
spase://SMWG/Observatory/IAGA/Black.Forest,IAGA_Black.Forest,Black Forest,Black.Forest
spase://SMWG/Observatory/IAGA/Bochum,IAGA_Bochum,Bochum,IAGA:BOC
spase://SMWG/Observatory/IAGA/Bodo,IAGA_Bodo,Bodo,IAGA:BOD
spase://SMWG/Observatory/IAGA/Borga,IAGA_Borga,Borga,IAGA:BGA
spase://SMWG/Observatory/IAGA/Borok,IAGA_Borok,Borok,IAGA:BOX
spase://SMWG/Observatory/IAGA/Bossekop,IAGA_Bossekop,Bossekop,Bossekop
spase://SMWG/Observatory/IAGA/Boulder,IAGA_Boulder,BOU,IAGA:BOU
spase://SMWG/Observatory/IAGA/Bouzareah,IAGA_Bouzareah,Bouzareah,Bouzareah
spase://SMWG/Observatory/IAGA/Breslau,IAGA_Breslau,Breslau,IAGA:BRE
spase://SMWG/Observatory/IAGA/Brisbane,IAGA_Brisbane,Brisbane,Brisbane
spase://SMWG/Observatory/IAGA/Brorfelde,IAGA_Brorfelde,BFE,Brorfelde
spase://SMWG/Observatory/IAGA/Bucharest,IAGA_Bucharest,Bucharest,Bucharest
spase://SMWG/Observatory/IAGA/Budakeszi,IAGA_Budakeszi,Budakeszi,Budakeszi
