ResourceID,hcut_id,short_name,long_name
spase://SMWG/Observatory/SRN/ORFEES,SRN_ORFEES,ORFEES,ORFEES
spase://SMWG/Observatory/ST5,ST5,ST5,ST5 Mission
spase://SMWG/Observatory/ST5-094,ST5-094,ST5 094,2006-008B
spase://SMWG/Observatory/ST5-155,ST5-155,ST5 155,2006-008A
spase://SMWG/Observatory/ST5-224,ST5-224,ST5 224,2006-008C
spase://SMWG/Observatory/STEP,STEP,Solar Terrestrial Energy Program,STEP
spase://SMWG/Observatory/STEREO,STEREO,STEREO,Solar-Terrestrial Relations Observatory
spase://SMWG/Observatory/STEREO-A,STEREO-A,STEREO A,Solar Terrestrial Relations Observatory A
spase://SMWG/Observatory/STEREO-B,STEREO-B,STEREO B,Solar Terrestrial Relations Observatory B
spase://SMWG/Observatory/STPSat1,STPSat1,STPSat 1,STPSat-1
spase://SMWG/Observatory/Suisei,Suisei,Suisei,Planet A
spase://SMWG/Observatory/SuperDARN,SuperDARN,SuperDARN,SuperDARN
spase://SMWG/Observatory/SuperMAG,SuperMAG,SuperMAG,SuperMAG
spase://SMWG/Observatory/SYO,SYO,Syowa Upper Atmosphere Physics Monitoring Data,SYO
spase://SMWG/Observatory/Taloyoak,Taloyoak,TALO,TALO
spase://SMWG/Observatory/THEMIS,THEMIS,THEMIS,Time History of Events and Macroscale Interactions during Substorms
spase://SMWG/Observatory/THEMIS/A,THEMIS_A,THEMIS-A,Time History of Events and Macroscale Interactions during Substorms A
spase://SMWG/Observatory/THEMIS/B,THEMIS_B,THEMIS-B,Time History of Events and Macroscale Interactions during Substorms B
spase://SMWG/Observatory/THEMIS/C,THEMIS_C,THEMIS-C,Time History of Events and Macroscale Interactions during Substorms C
spase://SMWG/Observatory/THEMIS/D,THEMIS_D,THEMIS-D,Time History of Events and Macroscale Interactions during Substorms D
spase://SMWG/Observatory/THEMIS/E,THEMIS_E,THEMIS-E,Time History of Events and Macroscale Interactions during Substorms E
spase://SMWG/Observatory/THEMIS/Ground,THEMIS_Ground,THEMIS Ground,THEMIS-Associated Ground Magnetometer Stations
spase://SMWG/Observatory/THEMIS/Ground/CANMAG,THEMIS_Ground_CANMAG,CANMAG,Canadian Magnetometer Array
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/ATHA,THEMIS_Ground_CANMAG_ATHA,NASA THEMIS GBO Athabasca Station,ATHA
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/FSIM,THEMIS_Ground_CANMAG_FSIM,NASA THEMIS GBO Fort Simpson Station,FSIM
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/FSMI,THEMIS_Ground_CANMAG_FSMI,NASA THEMIS GBO Fort Smith Station,FSMI
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/FYKN,THEMIS_Ground_CANMAG_FYKN,NASA THEMIS GBO Fort Yukon Station,FYKN
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/GAKO,THEMIS_Ground_CANMAG_GAKO,NASA THEMIS GBO Gakona Station,GAKO
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/GILL,THEMIS_Ground_CANMAG_GILL,NASA THEMIS GBO Gillam Station,GILL
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/PINA,THEMIS_Ground_CANMAG_PINA,NASA THEMIS GBO Pinawa Station,PINA
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/RANK,THEMIS_Ground_CANMAG_RANK,NASA THEMIS GBO Rankin Station,RANK
spase://SMWG/Observatory/THEMIS/Ground/CANMAG/SNKQ,THEMIS_Ground_CANMAG_SNKQ,NASA THEMIS GBO Sanikiluaq Station,SNKQ
spase://SMWG/Observatory/THEMIS/Ground/GIMA,THEMIS_Ground_GIMA,THEMIS GIMA,NASA THEMIS Ground Stations in Alaska
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO,THEMIS_Ground_UCLA-EPO,EPO,NASA THEMIS EPO Ground Stations
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/BMLS,THEMIS_Ground_UCLA-EPO_BMLS,NASA THEMIS EPO Bay Mills Station,BMLS
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/CCNV,THEMIS_Ground_UCLA-EPO_CCNV,NASA THEMIS EPO Carson City Station,CCNV
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/DRBY,THEMIS_Ground_UCLA-EPO_DRBY,NASA THEMIS EPO Derby Station,DRBY
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/FYTS,THEMIS_Ground_UCLA-EPO_FYTS,NASA THEMIS EPO Fort Yates Station,FYTS
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/HOTS,THEMIS_Ground_UCLA-EPO_HOTS,NASA THEMIS EPO Hot Springs Station,HOTS
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/LOYS,THEMIS_Ground_UCLA-EPO_LOYS,NASA THEMIS EPO Loysburg Station,LOYS
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/PINE,THEMIS_Ground_UCLA-EPO_PINE,NASA THEMIS EPO Pine Ridge Station,PINE
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/PTRS,THEMIS_Ground_UCLA-EPO_PTRS,NASA THEMIS EPO Petersburg Station,PTRS
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/RMUS,THEMIS_Ground_UCLA-EPO_RMUS,NASA THEMIS EPO Remus Station,RMUS
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/SWNO,THEMIS_Ground_UCLA-EPO_SWNO,NASA THEMIS EPO Shawano Station,SWNO
spase://SMWG/Observatory/THEMIS/Ground/UCLA-EPO/UKIA,THEMIS_Ground_UCLA-EPO_UKIA,NASA THEMIS EPO Ukiah Station,UKIA
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO,THEMIS_Ground_UCLA-GBO,THEMIS GBO,NASA THEMIS GBO Ground Stations
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/CHBG,THEMIS_Ground_UCLA-GBO_CHBG,NASA THEMIS GBO Chibougamau Station,CHBG
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/EKAT,THEMIS_Ground_UCLA-GBO_EKAT,NASA THEMIS GBO Lac de Gras Station,EKAT
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/GBAY,THEMIS_Ground_UCLA-GBO_GBAY,NASA THEMIS GBO Goose Bay Station,GBAY
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/INUV,THEMIS_Ground_UCLA-GBO_INUV,NASA THEMIS GBO Inuvik Station,INUV
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/KAPU,THEMIS_Ground_UCLA-GBO_KAPU,NASA THEMIS GBO Kapuskasing Station,KAPU
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/KIAN,THEMIS_Ground_UCLA-GBO_KIAN,NASA THEMIS GBO Kiana Station,KIAN
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/KUUJ,THEMIS_Ground_UCLA-GBO_KUUJ,NASA THEMIS GBO Kuujjuarapik Station,KUUJ
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/MCGR,THEMIS_Ground_UCLA-GBO_MCGR,NASA THEMIS GBO McGrath Station,MCGR
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/NRSQ,THEMIS_Ground_UCLA-GBO_NRSQ,NASA THEMIS GBO Narsarsuaq Station,NRSQ
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/PGEO,THEMIS_Ground_UCLA-GBO_PGEO,NASA THEMIS GBO Prince George Station,PGEO
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/SNAP,THEMIS_Ground_UCLA-GBO_SNAP,NASA THEMIS GBO Snap Lake Station,SNAP
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/TALO,THEMIS_Ground_UCLA-GBO_TALO,NASA THEMIS GBO Taloyoak Station,TALO
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/TPAS,THEMIS_Ground_UCLA-GBO_TPAS,NASA THEMIS GBO The Pas Station,TPAS
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/WHIT,THEMIS_Ground_UCLA-GBO_WHIT,NASA THEMIS GBO White Horse Station,WHIT
spase://SMWG/Observatory/THEMIS/Ground/UCLA-GBO/YKNF,THEMIS_Ground_UCLA-GBO_YKNF,NASA THEMIS GBO Yellow Knife Station,YKNF
spase://SMWG/Observatory/Thule,Thule,THULE,THULE
spase://SMWG/Observatory/TIMED,TIMED,TIMED,Thermosphere-Ionosphere-Mesosphere Energetics and Dynamics
spase://SMWG/Observatory/TIROSN,TIROSN,TIROSN,TIROSN
spase://SMWG/Observatory/TRACE,TRACE,TRACE,Transition Region and Coronal Explorer
spase://SMWG/Observatory/TRACERS,TRACERS,Tandem Reconnection and Cusp Electrodynamics Reconnaissance Satellites,Tandem Reconnection and Cusp Electrodynamics Reconnaissance Satellites
spase://SMWG/Observatory/TRACERS/TRACERS1,TRACERS_TRACERS1,TRACERS 1,TRACERS Mission TRACERS 1 spacecraft
spase://SMWG/Observatory/TRACERS/TRACERS2,TRACERS_TRACERS2,TRACERS 2,TRACERS Mission TRACERS 2 spacecraft
spase://SMWG/Observatory/TREX,TREX,Transition Region Explorer (TREx),Transition Region Explorer (TREx)
spase://SMWG/Observatory/TWINS,TWINS,TWINS,Two Wide-angle Imaging Neutral Atom Spectrometers
spase://SMWG/Observatory/TWINS1,TWINS1,TWINS 1,TWINS 1
spase://SMWG/Observatory/TWINS2,TWINS2,TWINS 2,TWINS 2
spase://SMWG/Observatory/UARS,UARS,UARS,Upper Atmosphere Research Satellite
spase://SMWG/Observatory/UCLA/SPSG,UCLA_SPSG,SPSG,UCLA Space Plasma Simulation Group
spase://SMWG/Observatory/Ulysses,Ulysses,Ulysses,International Solar Polar Mission
spase://SMWG/Observatory/UNH,UNH,University of New Hampshire Observatory,University of New Hampshire Observatory
spase://SMWG/Observatory/Vega,Vega,Vega,Vega Mission
spase://SMWG/Observatory/Vega1,Vega1,Vega 1,Venera-Halley 1
spase://SMWG/Observatory/Vega2,Vega2,Vega 2,Venera-Halley 2
spase://SMWG/Observatory/VenusExpress,VenusExpress,Venus Express,Venus Express
spase://SMWG/Observatory/Voyager,Voyager,Voyager,Voyager 1 & 2
spase://SMWG/Observatory/Voyager1,Voyager1,Voyager 1,Mariner Jupiter/Saturn A
spase://SMWG/Observatory/Voyager2,Voyager2,Voyager 2,Mariner Jupiter/Saturn B
spase://SMWG/Observatory/WDC,WDC,WDC,World Data Center Ground Observatories
spase://SMWG/Observatory/WDC/Abinger,WDC_Abinger,Abinger Ground Observatory,Abinger Ground Observatory
spase://SMWG/Observatory/WDC/Abisko,WDC_Abisko,Abisko Ground Observatory,Abisko Ground Observatory
spase://SMWG/Observatory/WDC/Addis.Ababa,WDC_Addis.Ababa,Addis Ababa Ground Observatory,Addis Ababa Ground Observatory
spase://SMWG/Observatory/WDC/Agincourt,WDC_Agincourt,Agincourt Ground Observatory,Agincourt Ground Observatory
spase://SMWG/Observatory/WDC/Alert,WDC_Alert,Alert Ground Observatory,Alert Ground Observatory
spase://SMWG/Observatory/WDC/Alibag,WDC_Alibag,Alibag Ground Observatory,Alibag Ground Observatory
spase://SMWG/Observatory/WDC/Alice.Springs,WDC_Alice.Springs,Alice Springs Ground Observatory,Alice Springs Ground Observatory
spase://SMWG/Observatory/WDC/Alma.Ata,WDC_Alma.Ata,Alma Ata Ground Observatory,Alma Ata Ground Observatory
spase://SMWG/Observatory/WDC/Almeria,WDC_Almeria,Almeria Ground Observatory,Almeria Ground Observatory
spase://SMWG/Observatory/WDC/Amatsia,WDC_Amatsia,Amatsia Ground Observatory,Amatsia Ground Observatory
spase://SMWG/Observatory/WDC/Amberley,WDC_Amberley,Amberley Ground Observatory,Amberley Ground Observatory
spase://SMWG/Observatory/WDC/Anchorage,WDC_Anchorage,Anchorage Ground Observatory,Anchorage Ground Observatory
spase://SMWG/Observatory/WDC/Annamalainagar,WDC_Annamalainagar,Annamalainagar Ground Observatory,Annamalainagar Ground Observatory
spase://SMWG/Observatory/WDC/Antananarivo,WDC_Antananarivo,Antananarivo Ground Observatory,Antananarivo Ground Observatory
spase://SMWG/Observatory/WDC/Apia,WDC_Apia,Apia Ground Observatory,Apia Ground Observatory
spase://SMWG/Observatory/WDC/Arctowski,WDC_Arctowski,Arctowski Ground Observatory,Arctowski Ground Observatory
spase://SMWG/Observatory/WDC/Arkhangelsk,WDC_Arkhangelsk,Arkhangelsk Ground Observatory,Arkhangelsk Ground Observatory
spase://SMWG/Observatory/WDC/Arti,WDC_Arti,Arti Ground Observatory,Arti Ground Observatory
spase://SMWG/Observatory/WDC/Ascension,WDC_Ascension,Ascension Ground Observatory,Ascension Ground Observatory
spase://SMWG/Observatory/WDC/Aso,WDC_Aso,Aso Ground Observatory,Aso Ground Observatory
spase://SMWG/Observatory/WDC/Baguio,WDC_Baguio,Baguio Ground Observatory,Baguio Ground Observatory
spase://SMWG/Observatory/WDC/Baker.Lake,WDC_Baker.Lake,Baker Lake Ground Observatory,Baker Lake Ground Observatory
spase://SMWG/Observatory/WDC/Bangui,WDC_Bangui,Bangui Ground Observatory,Bangui Ground Observatory
spase://SMWG/Observatory/WDC/Bar.Gyora,WDC_Bar.Gyora,Bar Gyora Ground Observatory,Bar Gyora Ground Observatory
spase://SMWG/Observatory/WDC/Barrow,WDC_Barrow,Barrow Ground Observatory,Barrow Ground Observatory
spase://SMWG/Observatory/WDC/Bay.St.Louis,WDC_Bay.St.Louis,Bay St. Louis Ground Observatory,Bay St. Louis Ground Observatory
spase://SMWG/Observatory/WDC/Bear.Island,WDC_Bear.Island,Bear Island Ground Observatory,Bear Island Ground Observatory
spase://SMWG/Observatory/WDC/Beijing,WDC_Beijing,Beijing Ground Observatory,Beijing Ground Observatory
spase://SMWG/Observatory/WDC/Beijing.Ming.Tombs,WDC_Beijing.Ming.Tombs,Beijing Ming Tombs Ground Observatory,Beijing Ming Tombs Ground Observatory
spase://SMWG/Observatory/WDC/Beloit,WDC_Beloit,Beloit Ground Observatory,Beloit Ground Observatory
spase://SMWG/Observatory/WDC/Belsk,WDC_Belsk,Belsk Ground Observatory,Belsk Ground Observatory
spase://SMWG/Observatory/WDC/Bereznyaki,WDC_Bereznyaki,Bereznyaki Ground Observatory,Bereznyaki Ground Observatory
spase://SMWG/Observatory/WDC/Big.Delta,WDC_Big.Delta,Big Delta Ground Observatory,Big Delta Ground Observatory
spase://SMWG/Observatory/WDC/Borok,WDC_Borok,Borok Ground Observatory,Borok Ground Observatory
spase://SMWG/Observatory/WDC/Boulder,WDC_Boulder,Boulder Ground Observatory,Boulder Ground Observatory
spase://SMWG/Observatory/WDC/Brorfelde,WDC_Brorfelde,Brorfelde Ground Observatory,Brorfelde Ground Observatory
spase://SMWG/Observatory/WDC/Budkov,WDC_Budkov,Budkov Ground Observatory,Budkov Ground Observatory
spase://SMWG/Observatory/WDC/Burlington,WDC_Burlington,Burlington Ground Observatory,Burlington Ground Observatory
spase://SMWG/Observatory/WDC/Byrd.Station,WDC_Byrd.Station,Byrd Station Ground Observatory,Byrd Station Ground Observatory
spase://SMWG/Observatory/WDC/Cambridge.Bay,WDC_Cambridge.Bay,Cambridge Bay Ground Observatory,Cambridge Bay Ground Observatory
spase://SMWG/Observatory/WDC/Canberra,WDC_Canberra,Canberra Ground Observatory,Canberra Ground Observatory
spase://SMWG/Observatory/WDC/Cape.Chelyuskin,WDC_Cape.Chelyuskin,Cape Chelyuskin Ground Observatory,Cape Chelyuskin Ground Observatory
spase://SMWG/Observatory/WDC/Cape.Town,WDC_Cape.Town,Cape Town Ground Observatory,Cape Town Ground Observatory
spase://SMWG/Observatory/WDC/Cape.Wellen,WDC_Cape.Wellen,Cape Wellen Ground Observatory,Cape Wellen Ground Observatory
spase://SMWG/Observatory/WDC/Carrollton,WDC_Carrollton,Carrollton Ground Observatory,Carrollton Ground Observatory
spase://SMWG/Observatory/WDC/Casey,WDC_Casey,Casey Ground Observatory,Casey Ground Observatory
spase://SMWG/Observatory/WDC/Castellaccio,WDC_Castellaccio,Castellaccio Ground Observatory,Castellaccio Ground Observatory
spase://SMWG/Observatory/WDC/Chambon.la.Foret,WDC_Chambon.la.Foret,Chambon la Foret Ground Observatory,Chambon-la-Foret Ground Observatory
spase://SMWG/Observatory/WDC/Changchun,WDC_Changchun,Changchun Ground Observatory,Changchun Ground Observatory
spase://SMWG/Observatory/WDC/Characato,WDC_Characato,Characato Ground Observatory,Characato Ground Observatory
spase://SMWG/Observatory/WDC/Charcot,WDC_Charcot,Charcot Ground Observatory,Charcot Ground Observatory
spase://SMWG/Observatory/WDC/Charters.Towers,WDC_Charters.Towers,Charters Towers Ground Observatory,Charters Towers Ground Observatory
spase://SMWG/Observatory/WDC/Cheltenham,WDC_Cheltenham,Cheltenham Ground Observatory,Cheltenham Ground Observatory
spase://SMWG/Observatory/WDC/Chengdu,WDC_Chengdu,Chengdu Ground Observatory,Chengdu Ground Observatory
spase://SMWG/Observatory/WDC/Chichijima,WDC_Chichijima,Chichijima Ground Observatory,Chichijima Ground Observatory
spase://SMWG/Observatory/WDC/Coimbra,WDC_Coimbra,Coimbra Ground Observatory,Coimbra Ground Observatory
spase://SMWG/Observatory/WDC/College,WDC_College,College Ground Observatory,College Ground Observatory
spase://SMWG/Observatory/WDC/Dallas,WDC_Dallas,Dallas Ground Observatory,Dallas Ground Observatory
spase://SMWG/Observatory/WDC/Davao,WDC_Davao,Davao Ground Observatory,Davao Ground Observatory
spase://SMWG/Observatory/WDC/Davis,WDC_Davis,Davis Ground Observatory,Davis Ground Observatory
spase://SMWG/Observatory/WDC/De.Bilt,WDC_De.Bilt,De Bilt Ground Observatory,De Bilt Ground Observatory
spase://SMWG/Observatory/WDC/Del.Rio,WDC_Del.Rio,Del Rio Ground Observatory,Del Rio Ground Observatory
spase://SMWG/Observatory/WDC/Dixon,WDC_Dixon,Dixon Ground Observatory,Dixon Ground Observatory
spase://SMWG/Observatory/WDC/Dombas,WDC_Dombas,Dombas Ground Observatory,Dombas Ground Observatory
spase://SMWG/Observatory/WDC/Dourbes,WDC_Dourbes,Dourbes Ground Observatory,Dourbes Ground Observatory
spase://SMWG/Observatory/WDC/Dumont.dUrville,WDC_Dumont.dUrville,Dumont d'Urville Ground Observatory,Dumont d'Urville Ground Observatory
spase://SMWG/Observatory/WDC/Dusheti,WDC_Dusheti,Dusheti Ground Observatory,Dusheti Ground Observatory
spase://SMWG/Observatory/WDC/Easter.Island,WDC_Easter.Island,Easter Island Ground Observatory,Easter Island Ground Observatory
spase://SMWG/Observatory/WDC/Ebro,WDC_Ebro,Ebro Ground Observatory,Ebro Ground Observatory
spase://SMWG/Observatory/WDC/Eights,WDC_Eights,Eights Ground Observatory,Eights Ground Observatory
spase://SMWG/Observatory/WDC/Eilat,WDC_Eilat,Eilat Ground Observatory,Eilat Ground Observatory
spase://SMWG/Observatory/WDC/Esashi,WDC_Esashi,Esashi Ground Observatory,Esashi Ground Observatory
spase://SMWG/Observatory/WDC/Eskdalemuir,WDC_Eskdalemuir,Eskdalemuir Ground Observatory,Eskdalemuir Ground Observatory
spase://SMWG/Observatory/WDC/Etaiyapuram,WDC_Etaiyapuram,Etaiyapuram Ground Observatory,Etaiyapuram Ground Observatory
spase://SMWG/Observatory/WDC/Eyrewell,WDC_Eyrewell,Eyrewell Ground Observatory,Eyrewell Ground Observatory
spase://SMWG/Observatory/WDC/Fanning,WDC_Fanning,Fanning Ground Observatory,Fanning Ground Observatory
spase://SMWG/Observatory/WDC/Faraday.Islands,WDC_Faraday.Islands,Faraday Islands Ground Observatory,Faraday Islands Ground Observatory
spase://SMWG/Observatory/WDC/Fort.Churchill,WDC_Fort.Churchill,Fort Churchill Ground Observatory,Fort Churchill Ground Observatory
spase://SMWG/Observatory/WDC/Fredericksburg,WDC_Fredericksburg,Fredericksburg Ground Observatory,Fredericksburg Ground Observatory
spase://SMWG/Observatory/WDC/Freetown,WDC_Freetown,Freetown Ground Observatory,Freetown Ground Observatory
spase://SMWG/Observatory/WDC/Fresno,WDC_Fresno,Fresno Ground Observatory,Fresno Ground Observatory
spase://SMWG/Observatory/WDC/Fuquene,WDC_Fuquene,Fuquene Ground Observatory,Fuquene Ground Observatory
spase://SMWG/Observatory/WDC/Furstenfeldbruck,WDC_Furstenfeldbruck,Furstenfeldbruck Ground Observatory,Furstenfeldbruck Ground Observatory
spase://SMWG/Observatory/WDC/Glenlea,WDC_Glenlea,Glenlea Ground Observatory,Glenlea Ground Observatory
spase://SMWG/Observatory/WDC/Gnangara,WDC_Gnangara,Gnangara Ground Observatory,Gnangara Ground Observatory
spase://SMWG/Observatory/WDC/Godhavn,WDC_Godhavn,Godhavn Ground Observatory,Godhavn Ground Observatory
spase://SMWG/Observatory/WDC/Golmud,WDC_Golmud,Golmud Ground Observatory,Golmud Ground Observatory
spase://SMWG/Observatory/WDC/Gornotayezhnaya,WDC_Gornotayezhnaya,Gornotayezhnaya Ground Observatory,Gornotayezhnaya Ground Observatory
spase://SMWG/Observatory/WDC/Grahamstown,WDC_Grahamstown,Grahamstown Ground Observatory,Grahamstown Ground Observatory
spase://SMWG/Observatory/WDC/Great.Whale.River,WDC_Great.Whale.River,Great Whale River Ground Observatory,Great Whale River Ground Observatory
spase://SMWG/Observatory/WDC/Grocka,WDC_Grocka,Grocka Ground Observatory,Grocka Ground Observatory
spase://SMWG/Observatory/WDC/Guam,WDC_Guam,Guam Ground Observatory,Guam Ground Observatory
spase://SMWG/Observatory/WDC/Guangzhou,WDC_Guangzhou,Guangzhou Ground Observatory,Guangzhou Ground Observatory
spase://SMWG/Observatory/WDC/Guimar,WDC_Guimar,Guimar Ground Observatory,Guimar Ground Observatory
spase://SMWG/Observatory/WDC/Halley.Bay,WDC_Halley.Bay,Halley Bay Ground Observatory,Halley Bay Ground Observatory
spase://SMWG/Observatory/WDC/Hartebeesthoek,WDC_Hartebeesthoek,Hartebeesthoek Ground Observatory,Hartebeesthoek Ground Observatory
spase://SMWG/Observatory/WDC/Hartland,WDC_Hartland,Hartland Ground Observatory,Hartland Ground Observatory
spase://SMWG/Observatory/WDC/Hatizyo,WDC_Hatizyo,Hatizyo Ground Observatory,Hatizyo Ground Observatory
spase://SMWG/Observatory/WDC/Havana,WDC_Havana,Havana Ground Observatory,Havana Ground Observatory
spase://SMWG/Observatory/WDC/Heiss.Island,WDC_Heiss.Island,Heiss Island Ground Observatory,Heiss Island Ground Observatory
spase://SMWG/Observatory/WDC/Hel,WDC_Hel,Hel Ground Observatory,Hel Ground Observatory
spase://SMWG/Observatory/WDC/Helwan,WDC_Helwan,Helwan Ground Observatory,Helwan Ground Observatory
spase://SMWG/Observatory/WDC/Hermanus,WDC_Hermanus,Hermanus,Hermanus
spase://SMWG/Observatory/WDC/Hollandia,WDC_Hollandia,Hollandia Ground Observatory,Hollandia Ground Observatory
spase://SMWG/Observatory/WDC/Honolulu,WDC_Honolulu,Honolulu,Honolulu
spase://SMWG/Observatory/WDC/Hornsund,WDC_Hornsund,Hornsund Ground Observatory,Hornsund Ground Observatory
spase://SMWG/Observatory/WDC/Huancayo,WDC_Huancayo,Huancayo Ground Observatory,Huancayo Ground Observatory
spase://SMWG/Observatory/WDC/Hurbanovo,WDC_Hurbanovo,Hurbanovo Ground Observatory,Hurbanovo Ground Observatory
spase://SMWG/Observatory/WDC/Hyderabad,WDC_Hyderabad,Hyderabad Ground Observatory,Hyderabad Ground Observatory
spase://SMWG/Observatory/WDC/Ibadan,WDC_Ibadan,Ibadan Ground Observatory,Ibadan Ground Observatory
spase://SMWG/Observatory/WDC/Iqaluit,WDC_Iqaluit,Iqaluit Ground Observatory,Iqaluit Ground Observatory
spase://SMWG/Observatory/WDC/Istanbul.Kandilli,WDC_Istanbul.Kandilli,Istanbul Kandilli Ground Observatory,Istanbul Kandilli Ground Observatory
spase://SMWG/Observatory/WDC/Jaipur,WDC_Jaipur,Jaipur Ground Observatory,Jaipur Ground Observatory
spase://SMWG/Observatory/WDC/Jarvis.Island,WDC_Jarvis.Island,Jarvis Island Ground Observatory,Jarvis Island Ground Observatory
spase://SMWG/Observatory/WDC/Kakadu,WDC_Kakadu,Kakadu Ground Observatory,Kakadu Ground Observatory
spase://SMWG/Observatory/WDC/Kakioka,WDC_Kakioka,Kakioka,Kakioka
spase://SMWG/Observatory/WDC/Kanoya,WDC_Kanoya,Kanoya Ground Observatory,Kanoya Ground Observatory
spase://SMWG/Observatory/WDC/Kanozan,WDC_Kanozan,Kanozan Ground Observatory,Kanozan Ground Observatory
spase://SMWG/Observatory/WDC/Karachi,WDC_Karachi,Karachi Ground Observatory,Karachi Ground Observatory
spase://SMWG/Observatory/WDC/Kashi,WDC_Kashi,Kashi Ground Observatory,Kashi Ground Observatory
spase://SMWG/Observatory/WDC/Kiev,WDC_Kiev,Kiev Ground Observatory,Kiev Ground Observatory
spase://SMWG/Observatory/WDC/Kiruna,WDC_Kiruna,Kiruna Ground Observatory,Kiruna Ground Observatory
spase://SMWG/Observatory/WDC/Kodaikanal,WDC_Kodaikanal,Kodaikanal Ground Observatory,Kodaikanal Ground Observatory
spase://SMWG/Observatory/WDC/Koror,WDC_Koror,Koror Ground Observatory,Koror Ground Observatory
spase://SMWG/Observatory/WDC/Kourou,WDC_Kourou,Kourou Ground Observatory,Kourou Ground Observatory
spase://SMWG/Observatory/WDC/Kr.Pakhra,WDC_Kr.Pakhra,Kr. Pakhra Ground Observatory,Kr. Pakhra Ground Observatory
spase://SMWG/Observatory/WDC/La.Quiaca,WDC_La.Quiaca,La Quiaca Ground Observatory,La Quiaca Ground Observatory
spase://SMWG/Observatory/WDC/Lanzhou,WDC_Lanzhou,Lanzhou Ground Observatory,Lanzhou Ground Observatory
spase://SMWG/Observatory/WDC/LAquila,WDC_LAquila,L'Aquila Ground Observatory,L'Aquila Ground Observatory
spase://SMWG/Observatory/WDC/Las.Mesas,WDC_Las.Mesas,Las Mesas Ground Observatory,Las Mesas Ground Observatory
spase://SMWG/Observatory/WDC/Leadville,WDC_Leadville,Leadville Ground Observatory,Leadville Ground Observatory
spase://SMWG/Observatory/WDC/Learmonth,WDC_Learmonth,Learmonth Ground Observatory,Learmonth Ground Observatory
spase://SMWG/Observatory/WDC/Leirvogur,WDC_Leirvogur,Leirvogur Ground Observatory,Leirvogur Ground Observatory
spase://SMWG/Observatory/WDC/Leningradskaya,WDC_Leningradskaya,Leningradskaya Ground Observatory,Leningradskaya Ground Observatory
spase://SMWG/Observatory/WDC/Lerwick,WDC_Lerwick,Lerwick Ground Observatory,Lerwick Ground Observatory
spase://SMWG/Observatory/WDC/Little.America,WDC_Little.America,Little America Ground Observatory,Little America Ground Observatory
spase://SMWG/Observatory/WDC/Livingston.Island,WDC_Livingston.Island,Livingston Island Ground Observatory,Livingston Island Ground Observatory
spase://SMWG/Observatory/WDC/Logrono,WDC_Logrono,Logrono Ground Observatory,Logrono Ground Observatory
spase://SMWG/Observatory/WDC/Loparskoe,WDC_Loparskoe,Loparskoe Ground Observatory,Loparskoe Ground Observatory
spase://SMWG/Observatory/WDC/Lovo,WDC_Lovo,Lovo Ground Observatory,Lovo Ground Observatory
spase://SMWG/Observatory/WDC/Luanda.Capelo,WDC_Luanda.Capelo,Luanda Capelo Ground Observatory,Luanda Capelo Ground Observatory
spase://SMWG/Observatory/WDC/Lunping,WDC_Lunping,Lunping Ground Observatory,Lunping Ground Observatory
spase://SMWG/Observatory/WDC/Lviv,WDC_Lviv,Lviv Ground Observatory,Lviv Ground Observatory
